str_fixture_id,str_outlet,viewership,str_competition_name,str_sport_name,str_fixture_date,ttl_customers,engagement_rate
1gaanoahhwexr3u02yrx7z1z7,brazil,583,IndyCar Series,Motorsport,2020-09-13,235758.0,0.0024728747274747834
5o56i09xuzn806xoe453f14kg,us,172,Twenty20 Internationals,Cricket,2020-09-01,386285.0,0.0004452670955382684
f0lnagf7ya5bkfytpzirmjnbc,dach,601,French Open Mixed Mix,Tennis,2020-10-03,2406466.0,0.00024974381520453644
3k0ab6k9uen0paqcdpcjnsg2q,spain,387,MLS,Soccer,2020-11-08,446175.0,0.0008673726676752396
ajw4rome2mvwzkzojc3pcf9e8,us,234,Champion of Champions,Snooker,2020-11-04,355784.0,0.0006577024261911722
di2iraie1hp0rqkhwm6s5m7ck,canada,150,Pat McAfee Show,OTHER,2020-03-09,326261.0,0.00045975461363754783
6axsh7souhr9nmbchtbkjgodm,brazil,349,Ligue 1,Soccer,2019-11-10,156341.0,0.0022322999085332704
2lnudp9w3whvzya8xfbbssznf,canada,65,Premier League,Soccer,2020-04-30,265457.0,0.00024486074957526076
7ksarxwzkt4ehc12ryr678p9c,canada,76,Pat McAfee Show,OTHER,2020-04-02,293384.0,0.0002590461647533608
y85sbb9dlho3eev65mv4rgo0,brazil,96,MLS,Soccer,2019-10-07,343123.0,0.00027978305155877046
enml0w7ksb93oouzgqg9kdtvz,spain,380,PDC Home Tour,Darts,2020-05-26,297860.0,0.0012757671389243268
7lqv303ujqpz121sbsze738bi,dach,310,Championship,Soccer,2020-07-22,2160838.0,0.00014346286024218382
bzinv5ggqviz9ybxx5awbpusl,canada,571,Premier League,Soccer,2021-01-11,415240.0,0.001375108371062518
85eo9yowy5mrnvy0li9ewvbgu,dach,280,Championship,Soccer,2020-02-07,2464175.0,0.00011362829344506782
2hqokkl0tz74gywxl7llxrie,canada,448,Premier League,Soccer,2021-04-13,363612.0,0.0012320825495308186
a6aut7sjxj6pobf98j6ocjcta,us,19,Blast Premier,E-Sports,2020-06-01,434060.0,4.377275031101691e-05
14jgdh93pppobu6j0lb36qnrb,canada,319,Estrada v Chocolatito,Boxing,2021-03-12,380875.0,0.0008375451263537906
3iptmcl1px2sjh4kmaes6p984,brazil,183,World Snooker,Snooker,2021-04-23,126974.0,0.001441239938885126
9gsp2ftbyq8vf88q57b65gjle,us,105,ICC Test Championship,Cricket,2020-07-20,394345.0,0.00026626431170675426
3ec1p4queqnwi57b3v47luwx1,dach,265,WWE,WWE,2020-04-08,2333044.0,0.00011358551317506228
7fcexm0ukllhny7kihj6g3h0l,canada,54,Pat McAfee Show,OTHER,2020-04-17,276915.0,0.00019500568766589026
8g8nrgc5muuv5u6u8v8zsxk60,us,110,Magnus Carlsen Chess Tour Finals benefiting Kiva,Chess,2020-08-16,391729.0,0.00028080637379412806
3winw9zv2hjjeogwmfjqvebds,dach,198,NBA,Basketball,2021-03-03,2768525.0,7.151822721485267e-05
dffv0s6vzumg401d35jy6g3os,canada,49,Pat McAfee Show,OTHER,2020-04-16,278312.0,0.00017606139871798558
elfjygzi0p9qp9m3ss3wdi7ji,japan,108,PDC Home Tour,Darts,2020-05-16,1447471.0,7.461289379890858e-05
1zc36plw109v1s2ihk3xleuq9,italy,133,MLS,Soccer,2020-08-24,1736425.0,7.659415177735866e-05
2eimnbityqm6ens77ncvl2ufh,dach,174,NBA,Basketball,2021-01-29,2676602.0,6.500779719958365e-05
d5hfa8vme81fdp6f40kgi1xwp,japan,30,NPB,Baseball,2019-10-07,1867020.0,1.6068387055307387e-05
dmdqmgux18zwz43yt4r2nf94w,us,133,World Grand Prix,Darts,2020-10-11,363839.0,0.0003655462993247013
1bgw0u9uk9zz4pyg5n68uzeyo,italy,129,MLS,Soccer,2020-09-03,1705274.0,7.564766717841239e-05
9nz6ffwt403f6ft20nf1484na,japan,14,NPB,Baseball,2020-07-31,1875286.0,7.465527924807203e-06
2my10njyi8x1lm3we2wj8s33o,japan,86,NPB,Baseball,2020-08-13,1894605.0,4.539204741885512e-05
hmvy62niyy7kxvh3lncw4x8e,japan,103,Magnus Carlsen Chess Tour Finals benefiting Kiva,Chess,2020-04-27,1504276.0,6.847147730868538e-05
1hydxucytx69l0u67hj5vhgtm,us,101,AFC Champions League,Soccer,2020-10-03,372413.0,0.0002712042812683768
168t6jma25vlebt72kuxrzft1,us,28,World Snooker,Snooker,2020-06-20,411738.0,6.800441057177137e-05
6beadbltlq5y3itebz4exwkal,us,38,Pat McAfee Show,OTHER,2020-04-29,504396.0,7.533763154346981e-05
2p5ro3oz81465hcz8seni2in3,dach,53,FIA World Rally Championship,Motorsport,2020-02-16,2507192.0,2.1139186787449866e-05
ecvved6di0jd7mw2dfqz0opqn,canada,34,Premier League,Soccer,2020-04-17,276915.0,0.00012278135890074571
508lktiim2r68oxg9dml1mt0k,canada,29,Premier League,Soccer,2020-04-10,284628.0,0.00010188737580280226
897saf4t4ua9mw6ny5imhktm8,us,39,PDC Home Tour,Darts,2020-05-01,499447.0,7.808636351805096e-05
546wkl6z9u5d5vhudzaebelqa,canada,89,Premier League,Soccer,2020-06-03,249856.0,0.0003562051741803279
a9g98ex4u7c2zpympvw176ed5,brazil,86,Chisora v Parker,Boxing,2021-04-30,125817.0,0.0006835324320242892
byruwv3pozwr7gygh50jh47iq,us,28,World Snooker,Snooker,2020-06-23,411164.0,6.809934721911452e-05
gxgq6thh12xqjltz0dcopj2p,us,32,Pat McAfee Show,OTHER,2020-04-15,524581.0,6.1001065612364914e-05
psqzaydw9uss60yn9j882aim,japan,21,Primera División,Soccer,2020-11-02,1858336.0,1.1300432214626418e-05
6o417570m8fu2v1u4pyh1tmu0,canada,15,Premier League,Soccer,2020-04-19,275047.0,5.453613382440092e-05
swc1wa9paxngvr425cfre0ru,japan,1,NPB,Baseball,2020-03-08,1692413.0,5.908723225359295e-07
1r87m8nypxmxhiifnxha98q2,japan,3,NPB,Baseball,2020-02-29,1678701.0,1.7870960939440675e-06
5bx54u77cas1fvl1cd159h9sg,japan,1,FIA F1 World Championship,Motorsport,2020-03-15,1696132.0,5.895767546393795e-07
100ltd7ksmac345qd2ch3rgbu,italy,59211,Serie B,Soccer,2020-07-24,1847152.0,0.03205529377116772
84ia6ablquxlapq6elg47fyay,brazil,6461,Premier League,Soccer,2020-03-07,1112685.0,0.0058066748450819414
acfkoer4kv0pruwxu12c2eeei,japan,64549,NPB,Baseball,2020-08-04,1877275.0,0.034384413578191796
1x65qdiojbbd7lyz1z9xa6s8a,japan,75372,J1 League,Soccer,2019-12-07,1754739.0,0.042953396488024716
buris38yes1xb6fzg4rz46y5m,japan,60958,NPB,Baseball,2020-06-20,1578437.0,0.03861921635136531
73x3e9945kidf3py77kfqoqju,japan,135537,J1 League,Soccer,2020-07-08,1852056.0,0.07318191242597416
azvpd24tvxpxlfq3ctke216qy,brazil,24856,NBB,Basketball,2020-02-26,966398.0,0.025720251904494836
fxbygrrpg1o4a465iezf8woa,dach,11520,Primera División,Soccer,2020-07-11,2180071.0,0.005284231568604875
cjqtcjstl5meplo6i8njasev3,japan,9128,V League 1 Women,Volleyball,2019-12-14,1782454.0,0.0051210297713152764
bu4yj693s7ovmlf3xpqz1hmdv,us,60357,Garcia v Vargas 2020,Boxing,2020-03-01,603473.0,0.10001607362715483
91u1xrnwt8rz4lilst2udrtd6,japan,51829,NPB,Baseball,2020-06-26,1670424.0,0.03102745171285853
cr7vqnaf6niin0pt64wkmonli,italy,81231,Serie B,Soccer,2020-02-22,1902313.0,0.04270117483295336
1tq5jy865ec5m5bt9pnp61ka,italy,24385,Serie B,Soccer,2019-11-24,1851958.0,0.01316714525923374
529hkwq01fy6po9p5gnzl2opb,dach,32277,Frauen Bundesliga,Soccer,2020-06-21,2154544.0,0.014980896189634559
67whhll0an24poi3duw5ksiy,italy,56748,Primera División,Soccer,2020-06-21,1612398.0,0.035194784414269924
85qb82cyhjboqkv50a13r8ktm,canada,45008,Premier League,Soccer,2020-06-21,269869.0,0.16677721412981855
equd7w1ywcd4dmhhv33rga7vu,japan,8423,Primera División,Soccer,2019-12-14,1782454.0,0.004725507642833981
1wvuibmo3rywstz8beptj6zxm,japan,100162,J1 League,Soccer,2019-12-07,1754739.0,0.05708085361982608
31hl2p6fxzyfds5xchaxohi7e,japan,42102,J2 League,Soccer,2020-07-11,1866091.0,0.022561600693642485
em7n9stehwkk9wknun94y0fvu,dach,55680,Primera División,Soccer,2019-11-23,2492706.0,0.02233717092990509
cagb4qabgfe3iuqti0juza1re,japan,45654,FA Cup,Soccer,2020-07-19,1879544.0,0.024289934154241667
bwgz4vs81dkt2y498mhdt68oa,japan,61831,NPB,Baseball,2020-06-21,1592617.0,0.038823521286034245
13qucjgu2dh1t6ey1fa6h6r6o,dach,5260,FIM MotoGP World Championship,Motorsport,2020-07-26,2155117.0,0.0024407027553492457
d5uhgcyfhxe99nb46ourpgei2,japan,52913,J2 League,Soccer,2020-02-23,1667021.0,0.03174105185237618
4eu8m8ru0v0kuzxzpycr7ex62,dach,8700,Serie A,Soccer,2020-07-19,2167120.0,0.004014544649119569
3nkn9izzdlv465fi7v154balm,dach,432809,UEFA Europa League,Soccer,2020-02-28,2700797.0,0.16025232551724547
c74vs4q84gauc8fmlegp0gxnu,italy,11015,Championship,Soccer,2020-07-19,1860311.0,0.005921052985226664
f0ftijmfp041ushrl4dcjwh9m,italy,58876,Primera División,Soccer,2020-02-09,1903772.0,0.03092597222776677
rhdrq3bv2bkz6mr452fk8fvu,dach,11285,Primeira Liga,Soccer,2019-11-03,2356870.0,0.004788130019899273
8jv1v0lthcngb5z5cc5g61qi2,dach,32356,NBA,Basketball,2020-02-09,2465633.0,0.013122796458353696
a9qmocylqi7y6xgn3wdlag4pp,dach,22349,UEFA Champions League,Soccer,2019-12-10,2563260.0,0.00871897505520314
ct1l8itrwrgw2r502cvlrxzsa,dach,13547,Six Nations,Rugby Union,2020-02-09,2465633.0,0.005494329448056543
16akdumbcb8x4znwdnyps3rj,italy,8124,World Matchplay,Darts,2020-07-23,1850908.0,0.0043891970859707774
41p60ok8yx5ror4gjc0csmuzu,japan,12785,Serie A,Soccer,2020-02-22,1655406.0,0.007723180899428902
1ek2cscjubwsdhmvsqjvjjcog,dach,37525,William Hill World Championship,Darts,2019-12-15,2565940.0,0.014624270247940326
f0zk86k2ocsdg4thhq8sgamwa,italy,27315,Serie B,Soccer,2019-10-19,2005247.0,0.01362176330397203
4d9xrkgeuf0qdrjx5xztz2oh8,canada,7101,ICC Test Championship,Cricket,2020-07-11,279190.0,0.025434292059171172
1sahzdpwx7044cnbf1y8hd6cq,japan,222218,NPB,Baseball,2020-07-05,1838512.0,0.12086839792179763
etqptoxa6zf632ouxs1956gkq,dach,16865,Primera División,Soccer,2020-01-05,2485436.0,0.006785529782299765
3cdym4hz3z4llsuwvs9zlwuay,dach,262720,Serie A,Soccer,2019-10-06,2473574.0,0.10621068947199477
73nlh11yjhmlx8a1ysl345d9m,japan,5542,V League 1,Volleyball,2020-02-24,1672581.0,0.0033134419200026785
cfn67i11z1bs2us6tv0fz8fow,dach,14623,European Open Men Single,Tennis,2019-10-20,2403590.0,0.006083816291464018
3dc5i3lx0hmulvqmz9ukjnfqi,italy,140147,Serie A,Soccer,2019-10-20,2000474.0,0.07005689651552582
44dmkfsqav776jwoirny7o5t6,dach,36929,EC Qualification,Soccer,2019-10-10,2445666.0,0.015099772413731066
b9u9ed0tteyunykp9pf0e99m,italy,18983,Serie B,Soccer,2020-01-18,1873738.0,0.010131085562656038
9ye6gyaktyvrmsnnvqpf7pze2,dach,16589,Championship,Soccer,2019-10-05,2458183.0,0.00674848048334888
3xge0ifqon9gjm9nfjjzqtawa,dach,92874,Serie A,Soccer,2020-02-02,2464635.0,0.03768265889269608
1tnptevj8gy6n3yhy7wtqbttx,japan,25468,FIA F1 World Championship,Motorsport,2019-09-29,1880886.0,0.013540427224191152
d1j4whxxm83ffkr3k6gfermy,japan,10253,Primera División,Soccer,2020-07-06,1839485.0,0.005573842678793249
79rpytrukau884df7kzmbbre2,dach,27922,Eredivisie,Soccer,2019-11-23,2492706.0,0.011201481442255926
wjvvhwpl857249413zqhy44q,japan,42923,J3 League,Soccer,2020-07-11,1866091.0,0.02300155780184353
6areq1aphrxhfngbkltj8siui,italy,7680,Ligue 1,Soccer,2019-11-09,1864914.0,0.004118152365202899
7jlqaw5byb4l7ym5h60xfoktm,japan,8489,B1 League,Basketball,2019-10-26,1846181.0,0.00459814070234717
7l2wpz2o0cvufr96zf1czfjai,japan,4867,Premier League,Soccer,2019-12-26,1765532.0,0.0027566761746601024
adgt595kuwm22spy95ec23je,italy,20453,Serie B,Soccer,2019-12-29,1856785.0,0.011015276405184229
c2op74djf7jtg80h77tiifo8a,italy,4177,NFL,American Football,2019-12-29,1856785.0,0.002249587324326726
1i1lpp2jxvao8upsjwijyv5oj,canada,62070,Ruiz v Joshua II,Boxing,2019-12-07,374123.0,0.16590800351755974
7z7sdt4kw62ld9d44lo3042ne,japan,3194,B1 League,Basketball,2019-11-16,1792877.0,0.0017814942129326216
7ewjgul37hpre03kmizkbwiui,dach,2557,A-League,Soccer,2020-02-28,2700797.0,0.0009467575682289339
ehbse13s7m10k7a8c4c563zvu,italy,34366,Primera División,Soccer,2019-10-29,1839508.0,0.01868216936267741
e0xoik30glf59k4hmv50rbzai,spain,28865,Euroleague,Basketball,2019-11-28,477316.0,0.060473564682516405
emy67b5ww2ei8gsh8mwttblgq,spain,65448,Euroleague,Basketball,2020-01-16,474804.0,0.1378421411782546
4275v0btce4whd6i5svug4pka,dach,23350,Serie A,Soccer,2020-06-21,2154544.0,0.010837560059112275
6k4hjjubmdvi3t1xzuapvjkoa,italy,23296,Ligue 1,Soccer,2019-12-15,1856680.0,0.012547127130146283
j2z0p12pp0g5buo012nxhune,japan,38527,Primera División,Soccer,2020-07-19,1879544.0,0.020498056975521723
3j7h7sn8hidu8a1k5vi41ztre,dach,51266,Serie A,Soccer,2019-11-10,2491823.0,0.020573692433210545
1mmzpey4oo04xv8qsjbzk4fe,dach,17543,Primera División,Soccer,2020-03-08,2694361.0,0.006511005763518697
8ynt86fksn3yhswcbwvrsyqga,dach,287171,UEFA Europa League,Soccer,2019-12-12,2571651.0,0.11166795183327753
6ugjyk7fztm22mgasq4zsw0h6,italy,18906,Ligue 1,Soccer,2020-02-08,1901882.0,0.00994067981084
6uy4034lid3s9bed2o49xumi2,italy,5004,Ligue 1,Soccer,2020-02-09,1903772.0,0.0026284660137873652
3g3z1fnya65a1wzeakqxc3696,japan,46540,J2 League,Soccer,2020-08-02,1882660.0,0.024720342494130645
8drtd6dftiglco6svhn36v622,canada,34857,Premier League,Soccer,2020-07-07,278126.0,0.12532808870799567
41vn215fg5ovaor1hvg9vonze,japan,84367,FA Cup,Soccer,2020-06-28,1704368.0,0.049500459994555164
emu11ycaidac3zrorzvovuy2,canada,3848,European Rugby Champions Cup,Rugby Union,2020-01-12,336571.0,0.011432951739751791
9gfpgme5szmbc3nu7kzggprze,dach,9210,FIH Olympic Qualifiers,Field Hockey,2019-11-03,2356870.0,0.003907725076054258
3nfd1ybtn7v2xchdidcw5ql4a,dach,599984,UEFA Europa League,Soccer,2020-02-20,2645763.0,0.22677163449636267
d39s6swpodkd21s6nslu4dix9,italy,2189,Champion of Champions,Snooker,2019-11-10,1869684.0,0.001170786079358865
4g9ze4yf6mk0lgp2rcdy2hv8q,dach,53729,Serie A,Soccer,2020-07-22,2160838.0,0.02486489038049127
ecuqewsx83a7eqgaxhnk35vmy,dach,31536,Primera División,Soccer,2019-09-29,2315146.0,0.013621603129996985
fvxr3xs3wccbiu3h608eigkq,italy,54445,Serie B,Soccer,2020-02-02,1895763.0,0.028719307212979682
egotjh3dlyjxlzt8ixapbcb56,dach,14880,Primera División,Soccer,2019-10-27,2424418.0,0.006137555487543815
hsjkphvh91jiefso98umawru,dach,12451,Primera División,Soccer,2020-07-16,2176474.0,0.0057207207621134
aoxqu5jh8oextzbyb21dcl9be,dach,278783,UEFA Europa League,Soccer,2020-03-12,2706001.0,0.10302398262232719
478mp1ueanmj8xe6uqcpnw31m,dach,80450,EC Qualification,Soccer,2019-10-11,2442363.0,0.03293941154529446
3q4pemtgctcd04zv8yh9nulbe,dach,5493,KHL,Ice Hockey,2019-10-11,2442363.0,0.0022490514309298003
efby7brhbzouyg8ozs93u1ppm,dach,30238,Primera División,Soccer,2019-10-18,2417577.0,0.012507564391951114
652z2az8l9kxov6bgtuos21yi,dach,84971,Ligue 1,Soccer,2019-10-18,2417577.0,0.03514717421616768
cwf3qq7u2xpi8t0nekxldxim4,canada,5374,World Snooker,Snooker,2019-12-14,350353.0,0.01533881542330164
4dm5bidouaifsk2zwikgm58x6,dach,103795,EC Qualification,Soccer,2019-10-14,2443539.0,0.04247732489639003
75ddi8jpc8cbs3blnekuebnrh,dach,9802,BGL BNP Paribas Luxembourg Open Women Single,Tennis,2019-10-15,2442485.0,0.004013125976208657
469vod5gxwjs7bmsyy7ukgmlm,italy,447137,Serie A,Soccer,2020-06-28,1717942.0,0.2602747939103881
407mjco52i11dmnl0bdcc5awa,brazil,8729,Serie A,Soccer,2020-02-16,363017.0,0.024045705848486434
dt0flz4ojr6nuxztg9xqishnu,dach,50551,UEFA Europa League,Soccer,2019-11-07,2446534.0,0.020662292042538548
3jfndcxg8fqorvpjyv0k9y7ai,dach,10420,NBA,Basketball,2019-11-05,2409321.0,0.004324869952986754
cso0gj7l3a9gto9fitr6ydbp8,dach,41955,UEFA Champions League,Soccer,2019-11-27,2506504.0,0.016738453240050685
199n6phtv4if1vbo48n9wa6ay,dach,377271,Bundesliga,Soccer,2019-11-08,2456317.0,0.15359214629056428
10asehd2a83xr5mdlq4jil43k,dach,12011,Champion of Champions,Snooker,2019-11-08,2456317.0,0.004889841172780223
3pxmhxrau8n2mw920u5a9gfai,japan,6252,Serie A,Soccer,2019-12-15,1781575.0,0.003509254451819317
84zup84epe3tkxx8w6hiwps2y,japan,13037,Premier League,Soccer,2020-03-07,1690786.0,0.007710615063053514
fe81aa8g0iiwy26jjd1f44fe,japan,39684,NPB,Baseball,2020-03-07,1690786.0,0.023470740827047303
f7rp1r6g7cckunk5w0o338tm,japan,14282,Primera División,Soccer,2020-07-11,1866091.0,0.007653431692237945
87gr4t9ul0kpxuhgq9r8aoppe,italy,98355,Ruiz v Joshua II,Boxing,2019-12-07,1829349.0,0.05376502788696963
6x00ix7wfqugahzu74ra53a0a,dach,18653,Ligue 1,Soccer,2020-02-23,2702860.0,0.006901208349674049
8xw9h190q9vtb2fv67sjic1uy,dach,61853,NBA,Basketball,2020-02-23,2702860.0,0.022884278135012544
2nax57856ewx64ad14g3twjz0,canada,3386,Champion of Champions,Snooker,2019-11-10,374403.0,0.009043730953010526
eyp2klyht19dmeozz51a6pe96,dach,16217,Primera División,Soccer,2020-02-02,2464635.0,0.006579878967879625
c9vrj5dwmn8lvsxuxbvck3ofe,dach,56780,UEFA Europa League,Soccer,2019-10-24,2424875.0,0.023415639981442343
6ugjyk7fztm22mgasq4zsw0h6,dach,14090,Ligue 1,Soccer,2020-02-08,2462422.0,0.005722008656517851
7graqr2k7j7y0azowdrajefsa,japan,26032,J2 League,Soccer,2019-09-29,1880886.0,0.013840285907811532
37tha4i35o447u39h507rnofe,japan,29943,J2 League,Soccer,2020-07-19,1879544.0,0.015930991772472473
e38o472youw9ffg7gfxugfjru,dach,29762,UEFA Champions League,Soccer,2019-12-10,2563260.0,0.011610995373079594
h59nv2anafzt29klo628rxii,japan,11816,Primera División,Soccer,2020-07-16,1875127.0,0.006301439849140885
cr8kni0q8m8v57zaws6bjqzu,japan,5145,Primera División,Soccer,2020-07-06,1839485.0,0.0027969785021351085
4ahjnwv5g9cbxpisic55fj4ve,dach,28656,Serie A,Soccer,2020-07-08,2179784.0,0.013146256693323742
d6mttv358p8l33c3995fhxawa,japan,7055,J3 League,Soccer,2019-11-10,1806303.0,0.0039057677477145306
btahj61uyvdaxd6e9dj07il7h,spain,5553,Open 6ème Sens – Métropole de Lyon Women Single,Tennis,2020-03-08,557001.0,0.009969461455185897
735npadt5q92bgira5eys5p4a,japan,20819,Premier League,Soccer,2019-10-27,1844481.0,0.011287185934688403
6orip4hfmr9yu279457c2tle9,italy,18365,Coppa Italia,Basketball,2020-02-16,1901445.0,0.009658443972873262
49y8f7i1ijrw21uyhd7llv7u2,italy,85409,FA Cup,Soccer,2020-01-05,1847433.0,0.04623117590732655
8ptvcryaukkb1hvez0rsk18uu,japan,3986,China Open Women Single,Tennis,2019-10-05,1863769.0,0.002138677057081645
3anbf3gv19jza5j19m4b05awa,japan,41220,NPB,Baseball,2020-03-03,1688065.0,0.02441849099412641
cke52nieqokcxbnqpxtoe47kj,dach,75234,UEFA Champions League,Soccer,2019-11-27,2506504.0,0.030015511644904617
2pi2p8axmdn6p4h31v2hemi2,japan,5835,Primera División,Soccer,2020-06-13,1494353.0,0.0039046998935325186
dqz7ltd0g2gh0psj3vsd69737,italy,9766,Davies Jr. vs. Ritson,Boxing,2019-10-19,2005247.0,0.004870222970038105
derb0s4sv1sv1r727ibdryd9h,japan,9235,V League 1 Women,Volleyball,2019-11-09,1806479.0,0.005112154638941277
81lgjvzg1yic2nps8xncclze2,canada,39200,NFL,American Football,2019-12-01,375544.0,0.10438190997592825
29imzpy9m4phv3u7dpffd6m2w,dach,20745,William Hill World Championship,Darts,2019-12-29,2518466.0,0.008237157063069345
aq23ereka8dprdkzsbpg2120a,dach,20374,Championship,Soccer,2019-12-08,2536061.0,0.0080337184318516
8ge1eqa0ykgwc2ut9d51cglt6,japan,21848,Premier League,Soccer,2020-07-13,1873930.0,0.01165892002369352
9vnh7yruuoqxffavemvyrvcbj,spain,7007,Ultimate Fighting Championship,Mixed Martial Arts,2019-10-26,478714.0,0.014637131982770507
7lyggwpxndunw0eeg10odcbje,japan,51197,Premier League,Soccer,2019-12-26,1765532.0,0.028998058375605765
7rdmmzwy1jfivvv52ex76yrmy,canada,15609,Premier League,Soccer,2020-01-11,334528.0,0.04665977137937632
52bxnf87dmmytjhnkhz69rkoa,dach,27777,NBA,Basketball,2020-08-06,2146313.0,0.012941728443148786
3roomc21r757v73405atrtox6,brazil,2772,Serie A,Soccer,2020-01-05,108525.0,0.025542501727712507
g2j3h1buqnqeuq74gy65wy96,italy,22899,Primera División,Soccer,2020-07-12,1844031.0,0.012417904037405012
4z7qh2hw19xoi47wqncnzii2b,japan,6615,V League 1 Women,Volleyball,2019-11-16,1792877.0,0.003689600569364212
ayso19fhqd2c1vfbxc3e8smsq,japan,132302,FIA F1 World Championship,Motorsport,2019-10-13,1874061.0,0.07059642135448099
d7nng3l35ekssf75n9pgzyu4i,japan,32846,FIA F1 World Championship,Motorsport,2019-10-13,1874061.0,0.017526644009986866
doh7t2uzbtvyseybsa4dlosty,dach,8715,NBA,Basketball,2020-07-09,2178802.0,0.003999904534693836
11bdw9ao6cm4khh3e3x2rz7ii,dach,1152,WWE,WWE,2020-05-30,2162388.0,0.0005327443548521357
7o1jli3ywwlfmrfg6a2nkrkve,spain,76077,Premier League,Soccer,2020-01-01,472435.0,0.1610316763152603
4p6tq02ovw86srodlkzagp5yi,japan,10217,UEFA Champions League,Soccer,2019-11-26,1776952.0,0.005749733251095133
60mbywq4cznx16odvzzmb3omi,dach,6494,KHL,Ice Hockey,2019-12-30,2515939.0,0.0025811436604782547
7l70c0az4nn1zk3qtu5qj5u22,japan,2628,NFL,American Football,2019-11-05,1814767.0,0.0014481197861764073
4d0p6dbpwcnc15ha6my9eisfe,italy,140304,Serie A,Soccer,2020-07-15,1848053.0,0.07591990056562231
d6rkh1ababw7wjmfa0xpqk8sk,spain,14083,China Open Women Single,Tennis,2019-09-28,469448.0,0.02999906272899235
c50tws0fe4hv3zn92mj8rsthf,canada,45979,Premier League,Soccer,2020-07-04,276730.0,0.16615112203230586
g7u90j03qkztxu8r5b7r79ey,italy,12753,Primera División,Soccer,2020-07-13,1844177.0,0.006915279824008216
bec992pfjlblbwcgsbs3aoqbp,dach,54467,FIS Ski Jumping World Cup,Ski Jumping,2020-01-04,2494037.0,0.02183889012071593
8kvwni3thkyud1ttk4itjmd0q,spain,13798,Premier League,Soccer,2020-07-19,380586.0,0.036254617878744885
16c46806wju3nehu6rewf935b,italy,56476,Serie B,Soccer,2019-10-26,1853688.0,0.030466831527204148
8mnyhkhk4z5gavdfhy1xe742y,canada,12182,Premier League,Soccer,2020-07-26,279478.0,0.04358840409620793
33d3dj3zoxi2qqvdgchedo1i6,dach,78054,FIS Ski Jumping World Cup,Ski Jumping,2020-01-06,2471119.0,0.0315864998812279
af7cxtwd8212rrh5pazlti1bz,brazil,2540,Open Sud de France Men Single,Tennis,2020-02-07,272565.0,0.009318878065782474
7ivvboogbq4ffdv77iol4c31m,japan,13690,Premier League,Soccer,2019-12-21,1775967.0,0.007708476565161403
d76tza936odh14kyafq20520y,japan,11164,NFL,American Football,2019-12-22,1773463.0,0.0062950284274326555
95itgc7rf22nq8hygfudr0x6,italy,19199,Serie B,Soccer,2019-12-26,1860967.0,0.010316679446760743
atebakehnm43imq7nx3hozbsa,spain,1962,Championship,Soccer,2019-12-14,452047.0,0.00434025665472838
4jfpixggg25injo0zd9prcl5f,italy,1334,MLS,Soccer,2019-10-20,2000474.0,0.000666841958455846
8jz4v8aj74cyejcn1jrnvecbb,dach,8487,Primera División,Soccer,2019-12-21,2568152.0,0.003304710936112816
ezby3fpd81oppltsjbkny3g4q,spain,90177,Euroleague,Basketball,2020-02-20,662275.0,0.1361624702729229
d97xykb8umiycalmzisbsfbek,japan,2094,William Hill World Championship,Darts,2019-12-27,1763884.0,0.001187152896675745
ca1xmvyynqskc6tz637u8zazu,japan,3794,UEFA Europa League,Soccer,2019-11-07,1808092.0,0.0020983445532638824
csm91j71pzkb0skdfucbupuui,canada,12540,Six Nations,Rugby Union,2020-02-02,360495.0,0.03478550326634211
43cdf0rhg26f7njjw7hmiwbbs,japan,489,Omega Dubai Desert Classic,Golf,2020-01-23,1721299.0,0.00028408777324567087
f0i6jvmh8xdofujca9vj2ntd6,japan,1667,NFL,American Football,2019-10-13,1874061.0,0.0008895121343435459
7qyzqlhzwxinw6wwvfdusv5nu,canada,25429,Premier League,Soccer,2020-01-10,332953.0,0.07637414289704553
cgxiwfpk9unub8w1klfv6amrc,spain,7556,FIA World Endurance Championship,Motorsport,2020-02-23,626596.0,0.012058806631386093
8ttwqlocnmgbr4c9coio7rmne,spain,40900,Coppa Italia,Soccer,2020-02-12,683689.0,0.05982252164361281
9b4wazv0gvvg2afbvz6xjirfu,japan,3184,B1 League,Basketball,2020-02-02,1650045.0,0.0019296443430330689
7je8gfuze0n7bdamj8xd3vbe2,japan,2619,B1 League,Basketball,2019-10-26,1846181.0,0.0014186041346975187
40z18u9v7ozwhb2cuhnke7ecq,dach,47897,Liga ACB,Basketball,2020-06-19,2159520.0,0.022179465807216418
byzjicexgzwxqny7t3vmxib8q,canada,49868,NFL,American Football,2019-10-29,312161.0,0.15975089777390514
4rmr1s91fbkchno33zol1wn6y,italy,2836,Pro14,Rugby Union,2019-11-01,1844595.0,0.0015374648635608358
9gsp2ftbyq8vf88q57b65gjle,canada,8263,ICC Test Championship,Cricket,2020-07-20,278218.0,0.029699731864940442
eabr0aqi3dbnvn0ed8coparjt,japan,1955,Blast Premier,E-Sports,2020-06-17,1516018.0,0.0012895625249832127
87ja9n67zgl7ebhlqk1mie6i2,brazil,47484,CONMEBOL Sudamericana,Soccer,2020-02-05,227587.0,0.208641091099228
7o7jmx1gwalze334m9cjmq2qy,spain,2167,Eurocup,Basketball,2019-10-30,479394.0,0.0045202901997104675
